ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-12-10,10706.71360895946,10422.349424095266,11866.392560785976,10706.71360895946,10706.71360895946,430.13201475208865,430.13201475208865,430.13201475208865,128.19211995606418,128.19211995606418,128.19211995606418,301.93989479602453,301.93989479602453,301.93989479602453,0.0,0.0,0.0,11136.84562371155
2018-12-11,10708.144499409887,10412.76100384128,11834.858093002855,10708.144499409887,10708.144499409887,425.5112710385997,425.5112710385997,425.5112710385997,131.19089596882324,131.19089596882324,131.19089596882324,294.32037506977645,294.32037506977645,294.32037506977645,0.0,0.0,0.0,11133.655770448488
2018-12-12,10709.575389860316,10381.64829283824,11870.14422040201,10709.575389860316,10709.575389860316,416.203514761237,416.203514761237,416.203514761237,130.4085106658783,130.4085106658783,130.4085106658783,285.7950040953587,285.7950040953587,285.7950040953587,0.0,0.0,0.0,11125.778904621553
2018-12-13,10711.006280310747,10357.072129810751,11827.387282309779,10711.006280310747,10711.006280310747,408.73409434728154,408.73409434728154,408.73409434728154,132.1674676132688,132.1674676132688,132.1674676132688,276.5666267340127,276.5666267340127,276.5666267340127,0.0,0.0,0.0,11119.740374658028
2018-12-14,10712.437170761175,10406.164659819486,11830.859561551484,10712.437170761175,10712.437170761175,386.3487650535465,386.3487650535465,386.3487650535465,119.50192119516313,119.50192119516313,119.50192119516313,266.84684385838335,266.84684385838335,266.84684385838335,0.0,0.0,0.0,11098.785935814722
2018-12-17,10716.729842112461,10388.013896534327,11850.21804421626,10716.729842112461,10716.729842112461,365.060705423272,365.060705423272,365.060705423272,128.19211995655382,128.19211995655382,128.19211995655382,236.86858546671817,236.86858546671817,236.86858546671817,0.0,0.0,0.0,11081.790547535733
2018-12-18,10718.16073256289,10355.481174592855,11776.057287203403,10718.16073256289,10718.16073256289,358.469245375287,358.469245375287,358.469245375287,131.19089596855855,131.19089596855855,131.19089596855855,227.27834940672847,227.27834940672847,227.27834940672847,0.0,0.0,0.0,11076.629977938177
2018-12-19,10719.591623013319,10309.594558554141,11769.286263412527,10719.591623013319,10719.591623013319,348.6001234057633,348.6001234057633,348.6001234057633,130.40851066536072,130.40851066536072,130.40851066536072,218.19161274040263,218.19161274040263,218.19161274040263,0.0,0.0,0.0,11068.191746419083
2018-12-20,10721.02251346375,10330.641647332757,11761.458838220144,10721.02251346375,10721.02251346375,341.92606084833136,341.92606084833136,341.92606084833136,132.16746761311146,132.16746761311146,132.16746761311146,209.75859323521996,209.75859323521996,209.75859323521996,0.0,0.0,0.0,11062.94857431208
2018-12-21,10722.453403914176,10330.244305971972,11740.65002581074,10722.453403914176,10722.453403914176,321.6052109083871,321.6052109083871,321.6052109083871,119.5019211948337,119.5019211948337,119.5019211948337,202.10328971355338,202.10328971355338,202.10328971355338,0.0,0.0,0.0,11044.058614822563
2018-12-24,10726.746075265462,10284.382689542459,11753.359127142701,10726.746075265462,10726.746075265462,312.78635423044034,312.78635423044034,312.78635423044034,128.19211995575463,128.19211995575463,128.19211995575463,184.59423427468568,184.59423427468568,184.59423427468568,0.0,0.0,0.0,11039.532429495903
2018-12-26,10729.60785616632,10294.571036758682,11746.836361902924,10729.60785616632,10729.60785616632,308.1046958601142,308.1046958601142,308.1046958601142,130.40851066607897,130.40851066607897,130.40851066607897,177.69618519403522,177.69618519403522,177.69618519403522,0.0,0.0,0.0,11037.712552026434
2018-12-27,10736.425485337944,10257.02925903376,11766.972464909526,10736.425485337944,10736.425485337944,307.74583630442334,307.74583630442334,307.74583630442334,132.16746761308943,132.16746761308943,132.16746761308943,175.57836869133388,175.57836869133388,175.57836869133388,0.0,0.0,0.0,11044.171321642367
2018-12-28,10743.243114509563,10280.925695136151,11778.549623407647,10743.243114509563,10743.243114509563,293.73450786127535,293.73450786127535,293.73450786127535,119.50192119455588,119.50192119455588,119.50192119455588,174.23258666671947,174.23258666671947,174.23258666671947,0.0,0.0,0.0,11036.97762237084
2018-12-31,10763.69600202443,10351.987659380036,11745.22056562056,10763.69600202443,10763.69600202443,301.7226034201538,301.7226034201538,301.7226034201538,128.19211995607327,128.19211995607327,128.19211995607327,173.53048346408056,173.53048346408056,173.53048346408056,0.0,0.0,0.0,11065.418605444584
2019-01-02,10777.331260367675,10350.344854959323,11841.636524280935,10777.331260367675,10777.331260367675,304.6512820487983,304.6512820487983,304.6512820487983,130.40851066572228,130.40851066572228,130.40851066572228,174.242771383076,174.242771383076,174.242771383076,0.0,0.0,0.0,11081.982542416474
2019-01-03,10784.148889539298,10349.161992931087,11823.175992048675,10784.148889539298,10784.148889539298,306.59087139932836,306.59087139932836,306.59087139932836,132.1674676126195,132.1674676126195,132.1674676126195,174.4234037867089,174.4234037867089,174.4234037867089,0.0,0.0,0.0,11090.739760938626
2019-01-04,10790.966518710919,10360.917446105259,11752.937180728875,10790.966518710919,10790.966518710919,293.7507725533032,293.7507725533032,293.7507725533032,119.50192119507871,119.50192119507871,119.50192119507871,174.24885135822447,174.24885135822447,174.24885135822447,0.0,0.0,0.0,11084.717291264222
2019-01-07,10811.419406225785,10403.829121734263,11790.555162765611,10811.419406225785,10811.419406225785,298.1596278079549,298.1596278079549,298.1596278079549,128.19211995639182,128.19211995639182,128.19211995639182,169.96750785156308,169.96750785156308,169.96750785156308,0.0,0.0,0.0,11109.579034033739
2019-01-08,10818.237035397407,10393.368799039788,11831.732090970168,10818.237035397407,10818.237035397407,298.01959625768956,298.01959625768956,298.01959625768956,131.19089596873812,131.19089596873812,131.19089596873812,166.8287002889515,166.8287002889515,166.8287002889515,0.0,0.0,0.0,11116.256631655096
2019-01-09,10825.05466456903,10407.276304256706,11801.51128313015,10825.05466456903,10825.05466456903,293.0683156068752,293.0683156068752,293.0683156068752,130.4085106659031,130.4085106659031,130.4085106659031,162.65980494097215,162.65980494097215,162.65980494097215,0.0,0.0,0.0,11118.122980175905
2019-01-10,10831.872293740651,10378.121280341993,11837.281648484231,10831.872293740651,10831.872293740651,289.5633988795421,289.5633988795421,289.5633988795421,132.16746761277477,132.16746761277477,132.16746761277477,157.39593126676735,157.39593126676735,157.39593126676735,0.0,0.0,0.0,11121.435692620193
2019-01-11,10838.689922912274,10362.780803324451,11847.752817088049,10838.689922912274,10838.689922912274,270.50343593673637,270.50343593673637,270.50343593673637,119.5019211947751,119.5019211947751,119.5019211947751,151.0015147419613,151.0015147419613,151.0015147419613,0.0,0.0,0.0,11109.19335884901
2019-01-14,10859.14281042714,10417.915497139546,11786.2186619272,10859.14281042714,10859.14281042714,253.3252317672446,253.3252317672446,253.3252317672446,128.19211995671043,128.19211995671043,128.19211995671043,125.13311181053416,125.13311181053416,125.13311181053416,0.0,0.0,0.0,11112.468042194385
2019-01-15,10865.960439598763,10370.244978170454,11831.468894296764,10865.960439598763,10865.960439598763,245.65326686826742,245.65326686826742,245.65326686826742,131.19089596944704,131.19089596944704,131.19089596944704,114.4623708988204,114.4623708988204,114.4623708988204,0.0,0.0,0.0,11111.61370646703
2019-01-16,10872.778068770383,10401.578272447103,11848.859017895491,10872.778068770383,10872.778068770383,233.33455910289527,233.33455910289527,233.33455910289527,130.40851066538548,130.40851066538548,130.40851066538548,102.92604843750976,102.92604843750976,102.92604843750976,0.0,0.0,0.0,11106.112627873279
2019-01-17,10879.595697942006,10378.984397179023,11803.102125732305,10879.595697942006,10879.595697942006,222.82192223445935,222.82192223445935,222.82192223445935,132.16746761275274,132.16746761275274,132.16746761275274,90.65445462170659,90.65445462170659,90.65445462170659,0.0,0.0,0.0,11102.417620176466
2019-01-18,10886.413327113629,10351.898125114094,11818.673523544014,10886.413327113629,10886.413327113629,197.29830436160978,197.29830436160978,197.29830436160978,119.50192119447146,119.50192119447146,119.50192119447146,77.79638316713832,77.79638316713832,77.79638316713832,0.0,0.0,0.0,11083.711631475238
2019-01-21,10906.866214628495,10345.644331894107,11801.790139516663,10906.866214628495,10906.866214628495,165.56662840787018,165.56662840787018,165.56662840787018,128.19211995591124,128.19211995591124,128.19211995591124,37.37450845195896,37.37450845195896,37.37450845195896,0.0,0.0,0.0,11072.432843036366
2019-01-22,10913.683843800116,10337.677327247153,11771.592566636798,10913.683843800116,10913.683843800116,155.05928530109418,155.05928530109418,155.05928530109418,131.19089596918235,131.19089596918235,131.19089596918235,23.868389331911814,23.868389331911814,23.868389331911814,0.0,0.0,0.0,11068.74312910121
2019-01-23,10920.501472971739,10336.59099830567,11771.57390861565,10920.501472971739,10920.501472971739,141.04195194341833,141.04195194341833,141.04195194341833,130.4085106650288,130.4085106650288,130.4085106650288,10.633441278389508,10.633441278389508,10.633441278389508,0.0,0.0,0.0,11061.543424915157
2019-01-24,10927.319102143361,10381.58057641338,11806.177056389819,10927.319102143361,10927.319102143361,129.99603080060544,129.99603080060544,129.99603080060544,132.1674676130433,132.1674676130433,132.1674676130433,-2.171436812437852,-2.171436812437852,-2.171436812437852,0.0,0.0,0.0,11057.315132943966
2019-01-25,10934.136731314982,10328.925605437915,11709.601546026926,10934.136731314982,10934.136731314982,105.09887528889591,105.09887528889591,105.09887528889591,119.50192119416786,119.50192119416786,119.50192119416786,-14.40304590527194,-14.40304590527194,-14.40304590527194,0.0,0.0,0.0,11039.235606603877
2019-01-28,10954.589618829848,10317.530578757967,11738.104601791896,10954.589618829848,10954.589618829848,81.64393346221755,81.64393346221755,81.64393346221755,128.19211995622985,128.19211995622985,128.19211995622985,-46.54818649401232,-46.54818649401232,-46.54818649401232,0.0,0.0,0.0,11036.233552292066
2019-01-29,10961.407248001471,10342.1956805849,11727.81050297302,10961.407248001471,10961.407248001471,75.68368320036647,75.68368320036647,75.68368320036647,131.19089596891763,131.19089596891763,131.19089596891763,-55.50721276855115,-55.50721276855115,-55.50721276855115,0.0,0.0,0.0,11037.090931201838
2019-01-30,10968.224877173094,10248.431164839205,11725.534488086789,10968.224877173094,10968.224877173094,66.86640626238336,66.86640626238336,66.86640626238336,130.4085106661236,130.4085106661236,130.4085106661236,-63.542104403740225,-63.542104403740225,-63.542104403740225,0.0,0.0,0.0,11035.091283435477
2019-01-31,10975.042506344715,10283.682986185187,11743.99496881262,10975.042506344715,10975.042506344715,61.49534179775312,61.49534179775312,61.49534179775312,132.1674676125734,132.1674676125734,132.1674676125734,-70.67212581482026,-70.67212581482026,-70.67212581482026,0.0,0.0,0.0,11036.537848142469
2019-02-01,10981.860135516337,10321.74683175485,11772.241218436266,10981.860135516337,10981.860135516337,42.553803972683355,42.553803972683355,42.553803972683355,119.50192119469067,119.50192119469067,119.50192119469067,-76.94811722200733,-76.94811722200733,-76.94811722200733,0.0,0.0,0.0,11024.41393948902
2019-02-04,11002.313023031204,10292.466335487788,11695.411659396743,11002.313023031204,11002.313023031204,36.58348476628336,36.58348476628336,36.58348476628336,128.19211995590408,128.19211995590408,128.19211995590408,-91.6086351896207,-91.6086351896207,-91.6086351896207,0.0,0.0,0.0,11038.896507797486
2019-02-05,11009.130652202826,10347.278749638761,11777.532575566267,11009.130652202826,11009.130652202826,35.63209329776868,35.63209329776868,35.63209329776868,131.19089596865294,131.19089596865294,131.19089596865294,-95.55880267088428,-95.55880267088428,-95.55880267088428,0.0,0.0,0.0,11044.762745500595
2019-02-06,11015.948281374449,10314.957586379356,11780.976359120492,11015.948281374449,11015.948281374449,31.086122350505352,31.086122350505352,31.086122350505352,130.40851066614343,130.40851066614343,130.40851066614343,-99.32238831563808,-99.32238831563808,-99.32238831563808,0.0,0.0,0.0,11047.034403724954
2019-02-07,11022.76591054607,10283.95178202836,11788.52506377394,11022.76591054607,11022.76591054607,29.074170894055076,29.074170894055076,29.074170894055076,132.16746761286396,132.16746761286396,132.16746761286396,-103.0932967188089,-103.0932967188089,-103.0932967188089,0.0,0.0,0.0,11051.840081440125
2019-02-08,11029.583539717692,10310.822150529691,11793.767162156966,11029.583539717692,11029.583539717692,12.42643335770512,12.42643335770512,12.42643335770512,119.50192119438708,119.50192119438708,119.50192119438708,-107.07548783668196,-107.07548783668196,-107.07548783668196,0.0,0.0,0.0,11042.009973075397
2019-02-11,11050.036427232559,10293.809891086255,11769.169658425648,11050.036427232559,11050.036427232559,5.819306818040971,5.819306818040971,5.819306818040971,128.19211995639367,128.19211995639367,128.19211995639367,-122.37281313835271,-122.37281313835271,-122.37281313835271,0.0,0.0,0.0,11055.8557340506
2019-02-12,11056.854056404181,10372.233492741918,11745.418740735655,11056.854056404181,11056.854056404181,1.9296626810004354,1.9296626810004354,1.9296626810004354,131.19089596936192,131.19089596936192,131.19089596936192,-129.26123328836147,-129.26123328836147,-129.26123328836147,0.0,0.0,0.0,11058.783719085182
2019-02-14,11070.489314747425,10364.575683338307,11798.711780321235,11070.489314747425,11070.489314747425,-14.634325469106392,-14.634325469106392,-14.634325469106392,132.16746761284193,132.16746761284193,132.16746761284193,-146.80179308194832,-146.80179308194832,-146.80179308194832,0.0,0.0,0.0,11055.85498927832
2019-02-15,11077.306943919046,10349.095445254596,11777.5297588414,11077.306943919046,11077.306943919046,-38.24277531368828,-38.24277531368828,-38.24277531368828,119.50192119405767,119.50192119405767,119.50192119405767,-157.74469650774594,-157.74469650774594,-157.74469650774594,0.0,0.0,0.0,11039.064168605357
2019-02-18,11097.759831433912,10301.087930024716,11741.42655763969,11097.759831433912,11097.759831433912,-72.24669862005955,-72.24669862005955,-72.24669862005955,128.19211995606787,128.19211995606787,128.19211995606787,-200.4388185761274,-200.4388185761274,-200.4388185761274,0.0,0.0,0.0,11025.513132813852
2019-02-19,11104.577460605535,10319.845385142085,11710.074026330592,11104.577460605535,11104.577460605535,-86.91237346461047,-86.91237346461047,-86.91237346461047,131.19089596909714,131.19089596909714,131.19089596909714,-218.10326943370762,-218.10326943370762,-218.10326943370762,0.0,0.0,0.0,11017.665087140924
2019-02-20,11111.395089777156,10323.902040168592,11729.953867910364,11111.395089777156,11111.395089777156,-107.06447963991556,-107.06447963991556,-107.06447963991556,130.4085106654301,130.4085106654301,130.4085106654301,-237.47299030534566,-237.47299030534566,-237.47299030534566,0.0,0.0,0.0,11004.33061013724
2019-02-21,11118.212718948778,10328.469691986744,11699.432526484337,11118.212718948778,11118.212718948778,-126.32305999296764,-126.32305999296764,-126.32305999296764,132.16746761281993,132.16746761281993,132.16746761281993,-258.4905276057876,-258.4905276057876,-258.4905276057876,0.0,0.0,0.0,10991.88965895581
2019-02-22,11125.030348120401,10194.436070263435,11650.82027569403,11125.030348120401,11125.030348120401,-161.56377928285454,-161.56377928285454,-161.56377928285454,119.50192119463209,119.50192119463209,119.50192119463209,-281.06570047748664,-281.06570047748664,-281.06570047748664,0.0,0.0,0.0,10963.466568837546
2019-02-25,11145.483235635267,10181.618494362008,11623.244938555099,11145.483235635267,11145.483235635267,-228.59323634874323,-228.59323634874323,-228.59323634874323,128.19211995638645,128.19211995638645,128.19211995638645,-356.78535630512965,-356.78535630512965,-356.78535630512965,0.0,0.0,0.0,10916.889999286524
2019-02-26,11152.300864806888,10201.17854134514,11653.302923071295,11152.300864806888,11152.300864806888,-252.91801249912868,-252.91801249912868,-252.91801249912868,131.19089596948842,131.19089596948842,131.19089596948842,-384.1089084686171,-384.1089084686171,-384.1089084686171,0.0,0.0,0.0,10899.38285230776
2019-02-27,11159.11849397851,10124.45311624463,11579.069244296103,11159.11849397851,11159.11849397851,-281.72215169697,-281.72215169697,-281.72215169697,130.40851066544997,130.40851066544997,130.40851066544997,-412.13066236241997,-412.13066236241997,-412.13066236241997,0.0,0.0,0.0,10877.396342281541
2019-02-28,11165.936123150133,10161.34059938962,11592.727026269427,11165.936123150133,11165.936123150133,-308.45348005601466,-308.45348005601466,-308.45348005601466,132.1674676126626,132.1674676126626,132.1674676126626,-440.6209476686773,-440.6209476686773,-440.6209476686773,0.0,0.0,0.0,10857.48264309412
2019-03-01,11172.753752321754,10120.689924222987,11592.91893360624,11172.753752321754,11172.753752321754,-349.83857009002867,-349.83857009002867,-349.83857009002867,119.50192119430268,119.50192119430268,119.50192119430268,-469.34049128433134,-469.34049128433134,-469.34049128433134,0.0,0.0,0.0,10822.915182231725
2019-03-05,11200.024269008241,10032.387710751555,11438.513202859362,11200.024269008241,11200.024269008241,-450.447886224582,-450.447886224582,-450.447886224582,131.19089596854738,131.19089596854738,131.19089596854738,-581.6387821931294,-581.6387821931294,-581.6387821931294,0.0,0.0,0.0,10749.57638278366
2019-03-06,11206.841898179866,10017.222321958037,11434.83370770255,11206.841898179866,11206.841898179866,-477.47982209867945,-477.47982209867945,-477.47982209867945,130.40851066563073,130.40851066563073,130.40851066563073,-607.8883327643101,-607.8883327643101,-607.8883327643101,0.0,0.0,0.0,10729.362076081186
2019-03-07,11213.659527351487,10016.92931494782,11433.56719558195,11213.659527351487,11213.659527351487,-500.8054038109816,-500.8054038109816,-500.8054038109816,132.16746761295317,132.16746761295317,132.16746761295317,-632.9728714239347,-632.9728714239347,-632.9728714239347,0.0,0.0,0.0,10712.854123540505
2019-03-08,11220.47715652311,9941.245675845897,11370.144048489969,11220.47715652311,11220.47715652311,-537.2008219647777,-537.2008219647777,-537.2008219647777,119.50192119399905,119.50192119399905,119.50192119399905,-656.7027431587767,-656.7027431587767,-656.7027431587767,0.0,0.0,0.0,10683.276334558332
2019-03-11,11240.930044037976,9956.697265484245,11334.459695878822,11240.930044037976,11240.930044037976,-589.9883609545169,-589.9883609545169,-589.9883609545169,128.19211995655024,128.19211995655024,128.19211995655024,-718.1804809110671,-718.1804809110671,-718.1804809110671,0.0,0.0,0.0,10650.941683083458
2019-03-12,11247.747673209597,9962.442462130519,11386.701036461101,11247.747673209597,11247.747673209597,-603.8315465845244,-603.8315465845244,-603.8315465845244,131.19089596893858,131.19089596893858,131.19089596893858,-735.0224425534631,-735.0224425534631,-735.0224425534631,0.0,0.0,0.0,10643.916126625072
2019-03-13,11254.56530238122,9937.917672156726,11341.980893950524,11254.56530238122,11254.56530238122,-619.4838762800911,-619.4838762800911,-619.4838762800911,130.40851066581155,130.40851066581155,130.40851066581155,-749.8923869459026,-749.8923869459026,-749.8923869459026,0.0,0.0,0.0,10635.081426101127
2019-03-14,11261.38293155284,9906.817360288642,11373.481867207254,11261.38293155284,11261.38293155284,-630.5708939889615,-630.5708939889615,-630.5708939889615,132.16746761324373,132.16746761324373,132.16746761324373,-762.7383616022053,-762.7383616022053,-762.7383616022053,0.0,0.0,0.0,10630.81203756388
2019-03-15,11268.200560724465,9865.467168607918,11311.482453569663,11268.200560724465,11268.200560724465,-654.0297007348433,-654.0297007348433,-654.0297007348433,119.50192119539994,119.50192119539994,119.50192119539994,-773.5316219302433,-773.5316219302433,-773.5316219302433,0.0,0.0,0.0,10614.170859989621
2019-03-18,11288.653448239329,9873.254970212805,11375.28938834929,11288.653448239329,11288.653448239329,-665.436876742904,-665.436876742904,-665.436876742904,128.19211995622445,128.19211995622445,128.19211995622445,-793.6289966991285,-793.6289966991285,-793.6289966991285,0.0,0.0,0.0,10623.216571496425
2019-03-19,11295.471077410952,9930.564461561278,11339.41092355742,11295.471077410952,11295.471077410952,-665.1497245382488,-665.1497245382488,-665.1497245382488,131.1908959686739,131.1908959686739,131.1908959686739,-796.3406205069227,-796.3406205069227,-796.3406205069227,0.0,0.0,0.0,10630.321352872703
2019-03-20,11302.288706582573,9849.52444601473,11311.68052425831,11302.288706582573,11302.288706582573,-666.7441037336386,-666.7441037336386,-666.7441037336386,130.40851066545488,130.40851066545488,130.40851066545488,-797.1526143990935,-797.1526143990935,-797.1526143990935,0.0,0.0,0.0,10635.544602848933
2019-03-22,11315.923964925818,9909.151642881825,11368.50587478915,11315.923964925818,11315.923964925818,-673.8922029612286,-673.8922029612286,-673.8922029612286,119.50192119509629,119.50192119509629,119.50192119509629,-793.3941241563249,-793.3941241563249,-793.3941241563249,0.0,0.0,0.0,10642.03176196459
2019-03-25,11336.376852440684,10000.086257045079,11404.654469459914,11336.376852440684,11336.376852440684,-647.5244403710714,-647.5244403710714,-647.5244403710714,128.19211995589865,128.19211995589865,128.19211995589865,-775.71656032697,-775.71656032697,-775.71656032697,0.0,0.0,0.0,10688.852412069613
2019-03-26,11343.194481612305,10005.728359219445,11425.580678336208,11343.194481612305,11343.194481612305,-635.8406003218594,-635.8406003218594,-635.8406003218594,131.19089596938284,131.19089596938284,131.19089596938284,-767.0314962912421,-767.0314962912421,-767.0314962912421,0.0,0.0,0.0,10707.353881290446
2019-03-27,11350.012110783928,10024.056935053364,11459.432816004633,11350.012110783928,11350.012110783928,-626.7253711194322,-626.7253711194322,-626.7253711194322,130.40851066601218,130.40851066601218,130.40851066601218,-757.1338817854445,-757.1338817854445,-757.1338817854445,0.0,0.0,0.0,10723.286739664496
2019-03-28,11349.929803282246,9999.672475887952,11413.833625920313,11349.929803282246,11349.929803282246,-613.9684962055007,-613.9684962055007,-613.9684962055007,132.1674676130644,132.1674676130644,132.1674676130644,-746.1359638185652,-746.1359638185652,-746.1359638185652,0.0,0.0,0.0,10735.961307076745
2019-04-01,11349.600573275522,10051.561747808391,11476.664893622887,11349.600573275522,11349.600573275522,-565.193140104375,-565.193140104375,-565.193140104375,128.19211995591493,128.19211995591493,128.19211995591493,-693.38526006029,-693.38526006029,-693.38526006029,0.0,0.0,0.0,10784.407433171147
2019-04-02,11349.518265773842,10051.385357586538,11522.300570447824,11349.518265773842,11349.518265773842,-547.3741534647666,-547.3741534647666,-547.3741534647666,131.19089596911812,131.19089596911812,131.19089596911812,-678.5650494338846,-678.5650494338846,-678.5650494338846,0.0,0.0,0.0,10802.144112309075
2019-04-03,11349.43595827216,10089.970247169531,11534.665651114808,11349.43595827216,11349.43595827216,-532.904819738265,-532.904819738265,-532.904819738265,130.4085106656555,130.4085106656555,130.4085106656555,-663.3133304039205,-663.3133304039205,-663.3133304039205,0.0,0.0,0.0,10816.531138533896
2019-04-04,11349.353650770481,10129.000139932374,11554.536860426098,11349.353650770481,11349.353650770481,-515.5732732909332,-515.5732732909332,-515.5732732909332,132.16746761304236,132.16746761304236,132.16746761304236,-647.7407409039756,-647.7407409039756,-647.7407409039756,0.0,0.0,0.0,10833.780377479548
2019-04-05,11349.2713432688,10139.05510831835,11580.662835787885,11349.2713432688,11349.2713432688,-512.4563835354481,-512.4563835354481,-512.4563835354481,119.50192119448907,119.50192119448907,119.50192119448907,-631.9583047299371,-631.9583047299371,-631.9583047299371,0.0,0.0,0.0,10836.814959733352
2019-04-08,11349.024420763757,10163.501607036615,11582.05609503922,11349.024420763757,11349.024420763757,-456.2802041492243,-456.2802041492243,-456.2802041492243,128.19211995687792,128.19211995687792,128.19211995687792,-584.4723241061022,-584.4723241061022,-584.4723241061022,0.0,0.0,0.0,10892.744216614532
2019-04-09,11348.942113262077,10203.09077965566,11694.795407409314,11348.942113262077,11348.942113262077,-437.78368661653417,-437.78368661653417,-437.78368661653417,131.19089596885348,131.19089596885348,131.19089596885348,-568.9745825853876,-568.9745825853876,-568.9745825853876,0.0,0.0,0.0,10911.158426645543
2019-04-10,11348.859805760396,10223.071266651328,11658.406016881372,11348.859805760396,11348.859805760396,-423.42349870737166,-423.42349870737166,-423.42349870737166,130.40851066583633,130.40851066583633,130.40851066583633,-553.8320093732079,-553.8320093732079,-553.8320093732079,0.0,0.0,0.0,10925.436307053023
2019-04-11,11348.777498258714,10211.402678147751,11651.401190710947,11348.777498258714,11348.777498258714,-406.9906053888262,-406.9906053888262,-406.9906053888262,132.16746761333295,132.16746761333295,132.16746761333295,-539.1580730021592,-539.1580730021592,-539.1580730021592,0.0,0.0,0.0,10941.786892869888
2019-04-12,11348.695190757035,10237.636442157373,11681.715310185195,11348.695190757035,11348.695190757035,-405.5629290652527,-405.5629290652527,-405.5629290652527,119.50192119501192,119.50192119501192,119.50192119501192,-525.0648502602646,-525.0648502602646,-525.0648502602646,0.0,0.0,0.0,10943.132261691782
2019-04-15,11348.448268251992,10238.672291128803,11646.96035156469,11348.448268251992,11348.448268251992,-359.1511223078857,-359.1511223078857,-359.1511223078857,128.19211995655212,128.19211995655212,128.19211995655212,-487.34324226443783,-487.34324226443783,-487.34324226443783,0.0,0.0,0.0,10989.297145944107
2019-04-16,11348.36596075031,10262.544318364204,11727.928967774062,11348.36596075031,11348.36596075031,-345.4292587638116,-345.4292587638116,-345.4292587638116,131.19089596858876,131.19089596858876,131.19089596858876,-476.62015473240035,-476.62015473240035,-476.62015473240035,0.0,0.0,0.0,11002.936701986499
2019-04-18,11348.20134574695,10297.372768093564,11791.270594479096,11348.20134574695,11348.20134574695,-326.2930693151635,-326.2930693151635,-326.2930693151635,132.16746761272768,132.16746761272768,132.16746761272768,-458.46053692789116,-458.46053692789116,-458.46053692789116,0.0,0.0,0.0,11021.908276431786
2019-04-22,11347.872115740227,10288.587666615715,11720.438263402964,11347.872115740227,11347.872115740227,-308.5963256282258,-308.5963256282258,-308.5963256282258,128.19211995575293,128.19211995575293,128.19211995575293,-436.7884455839787,-436.7884455839787,-436.7884455839787,0.0,0.0,0.0,11039.275790112
2019-04-23,11347.789808238545,10344.475875290243,11763.4640372653,11347.789808238545,11347.789808238545,-303.3475050701631,-303.3475050701631,-303.3475050701631,131.19089596929769,131.19089596929769,131.19089596929769,-434.5384010394608,-434.5384010394608,-434.5384010394608,0.0,0.0,0.0,11044.442303168382
2019-04-24,11347.707500736864,10328.678203267282,11728.05103249757,11347.707500736864,11347.707500736864,-303.10819501646955,-303.10819501646955,-303.10819501646955,130.40851066549948,130.40851066549948,130.40851066549948,-433.51670568196903,-433.51670568196903,-433.51670568196903,0.0,0.0,0.0,11044.599305720394
2019-04-25,11347.625193235184,10310.493464822355,11769.013222112904,11347.625193235184,11347.625193235184,-301.49850250448213,-301.49850250448213,-301.49850250448213,132.16746761301826,132.16746761301826,132.16746761301826,-433.66597011750036,-433.66597011750036,-433.66597011750036,0.0,0.0,0.0,11046.126690730702
2019-04-26,11347.542885733503,10306.236842776274,11671.580603073071,11347.542885733503,11347.542885733503,-315.4044512641598,-315.4044512641598,-315.4044512641598,119.50192119440466,119.50192119440466,119.50192119440466,-434.9063724585644,-434.9063724585644,-434.9063724585644,0.0,0.0,0.0,11032.138434469343
2019-04-30,11347.21365572678,10334.04348985854,11738.276188666432,11347.21365572678,11347.21365572678,-317.23521930216384,-317.23521930216384,-317.23521930216384,131.1908959683771,131.1908959683771,131.1908959683771,-448.4261152705409,-448.4261152705409,-448.4261152705409,0.0,0.0,0.0,11029.978436424617
2019-05-02,11347.049040723417,10312.137450926612,11745.804499670976,11347.049040723417,11347.049040723417,-325.9703586624558,-325.9703586624558,-325.9703586624558,132.16746761268362,132.16746761268362,132.16746761268362,-458.1378262751394,-458.1378262751394,-458.1378262751394,0.0,0.0,0.0,11021.078682060961
2019-05-03,11346.966733221738,10257.379683146153,11684.708484635334,11346.966733221738,11346.966733221738,-343.5782827014732,-343.5782827014732,-343.5782827014732,119.50192119492748,119.50192119492748,119.50192119492748,-463.0802038964007,-463.0802038964007,-463.0802038964007,0.0,0.0,0.0,11003.388450520264
2019-05-06,11346.719810716693,10302.05327398884,11696.453775389007,11346.719810716693,11346.719810716693,-347.5829947913213,-347.5829947913213,-347.5829947913213,128.1921199557457,128.1921199557457,128.1921199557457,-475.775114747067,-475.775114747067,-475.775114747067,0.0,0.0,0.0,10999.136815925373
2019-05-07,11346.637503215014,10260.186763684838,11669.545226279331,11346.637503215014,11346.637503215014,-347.4184300012285,-347.4184300012285,-347.4184300012285,131.19089596876833,131.19089596876833,131.19089596876833,-478.6093259699968,-478.6093259699968,-478.6093259699968,0.0,0.0,0.0,10999.219073213784
